doi,element,conc_at,atmosphere,T_C,method,source,pred_PDR,meas_PDR,pred_dark,meas_dark,pred_VO,meas_VO,meas_VO_log10,pred_n,pred_mu,pred_sigma,pred_Eg,pred_dEg,meas_n,meas_mu,meas_sigma
10.1364/OME.8.003506,Sn,1.5,,650.0,RF magnetron sputtering,exp,22.967750677699705,0.3010299956639812,0.28704351022328467,,1850676150.956001,,,150619439144576.38,38.02351389837704,0.0005919867289078071,4.902616986104323,0.0003153394663439533,,,
10.1016/j.mssp.2020.105430,Sn,0.82,N2,900.0,RF magnetron sputtering,exp,20.36472028171244,2.0211892990699383,0.12804695739846217,,573137981421.051,,,7.055170560583759e+16,37.98174416603026,0.2769881037535542,4.901321777569698,1.2853781516466729e-06,,,
10.1016/j.mssp.2020.105430,Sn,1.0,N2,900.0,RF magnetron sputtering,exp,20.444461095300483,2.0211892990699383,0.12912445302889441,,595316353723.6206,,,6.7674949593579896e+16,37.957985659783034,0.2655276757234132,4.9013206266117155,1.344201697997191e-07,,,
10.1016/j.jpcs.2014.06.005,Zn,3.0,,500.0,PLD,exp,33.033122853828814,,3.5717408602071803,,5.395595940004228e+20,,,9.940184128181479e-42,37.83407208473135,3.8873729801925206e-59,4.903044196720766,0.0002121929937199669,,,
10.1016/j.jpcs.2014.06.005,Zn,5.0,,500.0,PLD,exp,33.248141376888356,,3.5780978274564403,,8.852581810417022e+20,,,7.773240050006786e-42,37.83188357142298,3.039756106914873e-59,4.903044196720766,0.0002121929937199669,,,
10.1016/j.jpcs.2014.06.005,Zn,5.26,,500.0,PLD,exp,33.26938993318588,,3.578732405575261,,9.296495378003475e+20,,,7.584756388240132e-42,37.8317320365064,2.9660369489003013e-59,4.903044196720766,0.0002121929937199669,,,
10.1016/j.jpcs.2014.06.005,Zn,7.0,,500.0,PLD,exp,33.3888436599254,,3.582318844877309,,1.2239848620151944e+21,,,6.602252168476245e-42,37.83103296781327,2.5817786389188147e-59,4.903044196720766,0.0002121929937199669,,,
10.1016/j.jlumin.2020.117048,Zn,8.38,,1000.0,thermal evaporation,exp,33.49307321952455,,3.5502309016726548,,1.5164374659793405e+21,,,2.2842615444943462e-41,37.83059138911255,8.93238954427003e-59,4.903044196720766,0.0016868836917698629,,,
10.1016/j.mtphys.2020.100263,Zn,7.0,,750.0,RF magnetron sputtering,exp,33.41497288716014,,3.550509151727667,,1.2970147370543331e+21,560000000000000.4,14.7481880270062,2.2598074355652586e-41,37.83090953544949,8.836838370492377e-59,4.903044196720766,0.0012613145325825257,,,
10.1039/D2TC05204K,Zn,7.5,O2,600.0,MOCVD,exp,33.21069403053322,,3.645353903869552,,8.119670706876638e+20,5.900000000000006e+16,16.770852011642145,5.764341788777134e-43,82.0061670974665,4.886241558633324e-60,4.903044196720766,0.00020858051042335182,,,
10.1007/s13391-017-7072-y,Zn,0.69,,650.0,RF magnetron sputtering,exp,32.412593890148855,2.404833716619938,3.540814362726058,,1.292145905777304e+20,,,3.2880371846741355e-41,37.857612209253425,1.2866743229209904e-58,4.903044196720766,0.0007425500827879686,,,
10.1007/s13391-017-7072-y,Zn,0.88,,650.0,RF magnetron sputtering,exp,32.51797326941611,2.404833716619938,3.5415862882867324,,1.647085877290336e+20,,,3.191309622379501e-41,37.850215325426035,1.248578900950447e-58,4.903044196720766,0.0007425500827879686,,,
10.1007/s13391-017-7072-y,Zn,0.96,,650.0,RF magnetron sputtering,exp,32.555641057496516,2.404833716619938,3.5419479135928897,,1.796349170734711e+20,,,3.1469794281333907e-41,37.84807005959499,1.2311652203498354e-58,4.903044196720766,0.0007425500827879686,,,
10.1007/s13391-017-7072-y,Zn,1.83,,650.0,RF magnetron sputtering,exp,32.83440873954419,2.404833716619938,3.545875083227455,,3.413328049647729e+20,,,2.703462549410295e-41,37.83773169530019,1.0573630911756715e-58,4.903044196720766,0.0007425500827879686,,,
10.1007/s13391-017-7072-y,Zn,2.49,,650.0,RF magnetron sputtering,exp,32.9671364804975,2.404833716619938,3.548402405105035,,4.6334008887135974e+20,,,2.4516768083356263e-41,37.83506400126273,9.588184611536425e-59,4.903044196720766,0.0007425500827879686,,,
10.1007/s13391-017-7072-y,Zn,3.03,,650.0,RF magnetron sputtering,exp,33.051600200496125,2.404833716619938,3.550186983846483,,5.62801910719825e+20,,,2.2881453857080817e-41,37.83382645622396,8.94834208767552e-59,4.903044196720766,0.0007425500827879686,,,
10.1016/j.physb.2011.08.061,Si,13.8,,600.0,RF magnetron sputtering,exp,24.054502636132412,,0.2852611396973215,,1717933210.8595836,,,161370265580167.25,37.83266308935448,0.0006310577755290563,4.90260777661663,7.969009484725888e-05,,,
10.1016/j.optmat.2020.110145,Si,1.1,,650.0,MOCVD,exp,22.362852582930728,,0.2467310911001963,,6437212966.701072,8.300000000000098e+18,18.91907809237608,716306146698238.0,82.05545136222725,0.006075538988600178,4.90236057539702,5.892875904117971e-05,,,
10.1016/j.optmat.2020.110145,Si,1.6,,650.0,MOCVD,exp,22.525707878282056,,0.24673408760125692,,6437075932.933239,8.300000000000098e+18,18.91907809237608,716223124896857.1,82.03472362713975,0.006073300274985206,4.90236059849209,5.895185411288568e-05,,,
10.1002/pssb.202000362,Si,1.0,Ar,600.0,PLD,exp,23.303299365655512,,0.28517811905639157,,1718081627.1288507,3.300000000000004e+17,17.518513939877888,161889319755157.4,37.85814580766211,0.000633514024116085,4.902607343279556,7.92567577725137e-05,,,
10.3390/ma16134742,Sn,1.55,Ar 200 sccm + O2 5 sccm,,"CVD (chemical vapor deposition), 1160 C,",exp,22.442264532845837,3.0,0.2450329238742741,,53231286783.47795,,,764938498647552.4,37.94382829650769,0.0030001734334322177,4.902347384588117,0.0001879017919185505,,,
10.3390/ma16134742,Sn,1.55,Ar 200 sccm + O2 5 sccm,,"CVD, 1160 C, 1 h",exp,22.442264532845837,,0.2450329238742741,4300.0,53231286783.47795,,,764938498647552.4,37.94382829650769,0.0030001734334322177,4.902347384588117,0.0001879017919185505,,,
10.15251/djnb.2025.202.465,Sn,7.2,measured in dark; film anneale,,MSM Au-finger photodetector on spin-coat,exp,21.939332093957812,,0.19270664576767516,27.4,151169977772.56293,,,5789672426714258.0,37.86870217902047,0.022662776170946867,4.901845752536634,0.0003012620322862278,,,
10.15251/djnb.2025.202.465,Sn,14.4,measured in dark; film anneale,,MSM Au-finger photodetector on spin-coat,exp,21.939332093957812,,0.19270664576767516,32.0,151169977772.56293,,,5789672426714258.0,37.86870217902047,0.022662776170946867,4.901845752536634,0.0003012620322862278,,,
10.15251/djnb.2025.202.465,Sn,21.6,measured in dark; film anneale,,MSM Au-finger photodetector on spin-coat,exp,21.939332093957812,,0.19270664576767516,339.0,151169977772.56293,,,5789672426714258.0,37.86870217902047,0.022662776170946867,4.901845752536634,0.0003012620322862278,,,
10.15251/djnb.2025.202.465,Sn,28.8,measured in dark; film anneale,,MSM Au-finger photodetector on spin-coat,exp,21.939332093957812,,0.19270664576767516,34.0,151169977772.56293,,,5789672426714258.0,37.86870217902047,0.022662776170946867,4.901845752536634,0.0003012620322862278,,,
Original CSV Si,Si,2.34,Ar,800.0,RF magnetron sputtering,exp,21.484391704924143,4.2788,0.15491253289182527,2.3,161693192206.28638,,,2.497359356168301e+16,37.83928976214712,0.09767933879441282,4.901446742875102,-9.711657726935402e-05,,,
Original CSV Sn,Sn,2.65,Ar,800.0,RF magnetron sputtering,exp,21.630910683972058,3.2964,0.188140796039872,11.1,101283457758.74918,,,6908008541467370.0,37.90545096356692,0.027066570362476988,4.901795323267613,0.0002514638152423003,,,
Original CSV Mg,Mg,1.01,Ar,800.0,RF magnetron sputtering,exp,32.57782411555941,4.0969,3.679963715896283,11.0,1.8880914945353174e+20,,,1.511229670401506e-43,37.8469112501732,5.9120705639507796e-61,4.903044196720766,0.0015003372683955092,,,
Original CSV Zn,Zn,2.63,Ar,,RF magnetron sputtering,exp,32.99216404809268,4.2299,3.544857875678743,17.0,4.89818148903469e+20,,,2.811957111532097e-41,37.834665457895895,1.099707751376123e-58,4.903044196720766,0.0014997062164191911,,,
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,1.83e+16,,
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,8.64e+16,,
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,3.35e+17,,
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,6.55e+17,,
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,33000000000000.0,100.0,
,Si,5.235602094240837e-05,,,movpe,transport,17.328860960901416,,0.1640857962910136,,113432399986.5021,,,1.7515161930466974e+16,88.48823080236659,0.16020584775499924,4.901534105300507,-1.0385203840983822e-05,2e+16,,
,Si,0.0005235602094240837,,,movpe,transport,17.739194821893964,,0.16006471273924472,,132516312891.54239,,,2.0462146079775204e+16,80.31470808744314,0.1698732366239849,4.901494293982028,-5.0196522320154215e-05,2e+17,,
,Si,0.005235602094240837,,,movpe,transport,18.73546065983425,,0.15605474987294166,,154743803341.74878,,,2.389451694497494e+16,51.521751054100065,0.12725286402232053,4.901456893766857,-8.759673749054531e-05,2e+18,,
,Si,0.05235602094240837,,,movpe,transport,19.826583753235624,,0.15511077381299465,,160496992964.0537,,,2.478287787608718e+16,38.942588693695235,0.09975972655587544,4.901448487156739,-9.600334760805041e-05,2e+19,,
,Si,0.5,,,,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1e+18,300.0,
,Mg,0.5,,,,transport,32.269600345417146,,3.6875293738781734,,9.28703961489181e+19,,,1.1278023921924782e-43,37.87200262289091,4.4149925763830525e-61,4.903044196720766,0.0014997062164191911,7e+17,24.8,
,Sn,3.0,,,lpcvd,transport,21.675094456782244,,0.18885066518074556,,105663232181.37906,,,6720913013675896.0,37.89879531001237,0.02632887940761834,4.901803189529032,0.00025869902468463583,2e+16,,
,Sn,5.0,,,lpcvd,transport,21.847583227300973,,0.19136386388946747,,131642063777.87067,,,6098326061890585.0,37.87728882027897,0.023876365713937787,4.901830967787387,0.0002864772830397514,8e+16,,
,Si,1.0,,,pulsed laser deposition,transport,21.116391418679296,,0.1549948754098791,,161221751230.58136,,,2.4894199284434384e+16,37.85813465418719,0.0974172956153195,4.901447466481226,-9.702402312097727e-05,1.2e+20,,
,Si,0.5,,,lpcvd,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1.51e+17,162.0,
,Si,0.5,,,lpcvd,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1.15e+17,149.0,
,Si,0.5,,,lpcvd,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1.19e+19,,
,Si,0.013089005235602092,,,sputtering,transport,19.18817508824495,,0.15545535915274744,,158372381715.56616,,,2.4454831195477224e+16,43.39533209285124,0.1096948860099642,4.901451536762188,-9.295374215851314e-05,4e+18,70.0,
,Si,0.13089005235602094,,,sputtering,transport,20.23077618547756,,0.15503752201497445,,160952608603.68137,,,2.485317885025707e+16,38.19127463754893,0.09811260207734449,4.901447841757646,-9.664874670134774e-05,4e+19,70.0,
,Si,0.2617801047120419,,,sputtering,transport,20.5334457111549,,0.15501281548502188,,161106974951.3133,,,2.487693504751139e+16,37.98250472814381,0.0976695458650823,4.901447624305925,-9.686619842172526e-05,8e+19,70.0,
,Si,0.5,,,mocvd,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,3430000000000000.0,196.0,
,Si,0.5,,,mocvd,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,4380000000000000.0,194.0,
,Si,0.5,,,mocvd,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,8300000000000000.0,200.0,
,Cr,1.0,,,edge-defined film-fed growth,transport,17.25003167768705,,0.16509934130318715,,109049840368.96637,,,1.6841877429113956e+16,89.53571459528638,0.15587106473587128,4.90154444030938,-5.01949664624907e-08,1e+18,,
,Si,1.0,,,pulsed laser deposition,transport,21.116391418679296,,0.1549948754098791,,161221751230.58136,,,2.4894199284434384e+16,37.85813465418719,0.0974172956153195,4.901447466481226,-9.702402312097727e-05,1e+20,2.9,
,Si,2.0,,,mocvd,transport,21.081540820974574,,0.1549922464196598,,161242175039.4044,,,2.489673024130291e+16,82.02627015357383,0.21109306867428188,4.901447443358293,-9.704714605413781e-05,1e+19,1.5,14.285714285714285
,Si,2.0,,,mocvd,transport,21.081540820974574,,0.1549922464196598,,161242175039.4044,,,2.489673024130291e+16,82.02627015357383,0.21109306867428188,4.901447443358293,-9.704714605413781e-05,,30.0,3.3333333333333335
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,1.83e+16,,
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,8.64e+16,,
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,3.35e+17,,
,Si,0.5,,,MOCVD,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,6.55e+17,,
,Si,2.0,,,LPCVD,transport,21.417526033335935,,0.1549922464196598,,161242175039.4044,,,2.489673024130291e+16,37.84144846915673,0.09738425830503238,4.901447443358293,-9.704714605413781e-05,5.14e+17,2.0,
,Si,2.0,,,LPCVD,transport,21.417526033335935,,0.1549922464196598,,161242175039.4044,,,2.489673024130291e+16,37.84144846915673,0.09738425830503238,4.901447443358293,-9.704714605413781e-05,4.65e+19,7.0,
,Sn,1.0,,,pulsed electron deposition,transport,21.27918586705831,,0.18316190773977503,,79510306839.22638,,,8375080334806762.0,37.99139542287716,0.032889170675804096,4.901740025616986,0.0001955351126393391,,,1e-05
,Ge,1.0,,,pulsed electron deposition,transport,20.041745997949867,,0.092298063510869,,1814232119025.3726,,,2.7974493276032624e+17,37.846700356335575,1.1560901869313192,4.902007064428993,0.0004625739246459418,,,1e-06
,Zr,1.0,,,pulsed electron deposition,transport,20.04174599805962,,0.09229806351711378,,1814232119025.4817,,,2.7974493269334496e+17,37.846700356335575,1.156090186639335,4.90200706442871,0.00046257392436258775,,,0.2
,Sn,0.5,,,pambe,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,2e+20,,
,Sn,0.5,,,mocataxy,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,3.9e+16,136.0,
,Sn,0.5,,,mocataxy,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,2.3e+19,,
,Sn,0.5,,,mist-CVD,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,1e+17,65.0,
,Si,1.0,,,mist-CVD,transport,21.116391418679296,,0.1549948754098791,,161221751230.58136,,,2.4894199284434384e+16,37.85813465418719,0.0974172956153195,4.901447466481226,-9.702402312097727e-05,3e+18,32.0,
,Zn,0.25,,,czochralski,transport,31.963233224471583,,3.5595074792275394,,4.585719226991976e+19,,,1.5955344455524318e-41,82.22317209616637,1.3560606302400916e-58,4.903044196720766,0.0014997062164191911,1e+18,,
,Zn,0.25,,,czochralski,transport,31.963233224471583,,3.5595074792275394,,4.585719226991976e+19,,,1.5955344455524318e-41,82.22317209616637,1.3560606302400916e-58,4.903044196720766,0.0014997062164191911,1e+18,,1e-11
,Zn,9.7,,,ALD,transport,33.53510798948075,,3.550181755084328,,1.7064682160732216e+21,,,2.2886082271942208e-41,37.83044755806033,8.94935281205277e-59,4.903044196720766,0.0014997062164191911,1.2e+18,12.5,2.857142857142857
,Zn,13.3,,,ALD,transport,33.53510798948075,,3.550181755084328,,1.7064682160732216e+21,,,2.2886082271942208e-41,37.83044755806033,8.94935281205277e-59,4.903044196720766,0.0014997062164191911,2.1e+18,15.3,3.571428571428571
,Zn,24.65,,,ALD,transport,33.53510798948075,,3.550181755084328,,1.7064682160732216e+21,,,2.2886082271942208e-41,37.83044755806033,8.94935281205277e-59,4.903044196720766,0.0014997062164191911,3.8e+18,18.7,5.2631578947368425
,Si,0.01,,,pulsed laser deposition,transport,19.057550296792872,,0.15558774695607092,,157563677754.14548,,,2.4329954782176836e+16,45.22625761690225,0.11373932579229934,4.901452714296262,-9.177620808500562e-05,4.6e+18,20.7,
,Si,0.03,,,pulsed laser deposition,transport,19.575834762096395,,0.15519966357620074,,159946147817.72134,,,2.4697835794574332e+16,39.99773291301824,0.1021111037106981,4.901449271701786,-9.521880256182016e-05,1.5e+19,47.5,
,Si,0.1,,,pulsed laser deposition,transport,20.11270753334642,,0.1550527285258907,,160857871832.65598,,,2.4838568530695636e+16,38.33389841841094,0.09842110726906395,4.901447975653747,-9.651485059968489e-05,3.8e+19,62.1,
,Si,0.5,,,pulsed laser deposition,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1.1e+20,75.0,
,Si,1.0,,,pulsed laser deposition,transport,21.116391418679296,,0.1549948754098791,,161221751230.58136,,,2.4894199284434384e+16,37.85813465418719,0.0974172956153195,4.901447466481226,-9.702402312097727e-05,2.6e+20,60.5,
,Ge,1.0,,,sputtering,transport,20.041745997949867,,0.092298063510869,,1814232119025.3726,,,2.7974493276032624e+17,37.846700356335575,1.1560901869313192,4.902007064428993,0.0004625739246459418,1e+18,,
,Sn,0.5,,,mist-CVD,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,1e+17,65.0,
,Sn,0.5,,,mist-CVD,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,1e+18,65.0,
,Sn,0.5,,,mist-CVD,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,1e+19,65.0,
,Sn,0.5,,,movpe,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,5e+17,10.0,
,Sn,0.5,,,movpe,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,2e+18,40.0,
,Sn,0.5,,,movpe,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,1e+18,41.0,
,Cr,1.0,,,edge-defined film-fed growth (EFG),transport,16.91404646532569,,0.16509934130318715,,109049840368.96637,,,1.6841877429113956e+16,194.08032754804077,0.33787084222134933,4.90154444030938,-5.01949664624907e-08,1e+18,,
,Si,1.0,,,pulsed laser deposition,transport,21.116391418679296,,0.1549948754098791,,161221751230.58136,,,2.4894199284434384e+16,37.85813465418719,0.0974172956153195,4.901447466481226,-9.702402312097727e-05,1.12e+20,,
,Si,1.0,,,pulsed laser deposition,transport,21.116391418679296,,0.1549948754098791,,161221751230.58136,,,2.4894199284434384e+16,37.85813465418719,0.0974172956153195,4.901447466481226,-9.702402312097727e-05,1.12e+20,,2.1321961620469083
,Mg,0.5,,,mocvd,transport,32.269600345417146,,3.6875293738781734,,9.28703961489181e+19,,,1.1278023921924782e-43,82.09250026288258,9.570071666035499e-61,4.903044196720766,0.0014997062164191911,1.78e+17,5.29,0.0308641975308642
,Mg,0.5,,,mocvd,transport,32.269600345417146,,3.6875293738781734,,9.28703961489181e+19,,,1.1278023921924782e-43,82.09250026288258,9.570071666035499e-61,4.903044196720766,0.0014997062164191911,572000000000000.0,5.29,
,Si,0.5,,,molecular beam epitaxy,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1e+17,125.0,
,Si,0.5,,,molecular beam epitaxy,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1e+16,,
,Si,0.5,,,molecular beam epitaxy,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,4e+19,,
,Si,0.5,,,molecular beam epitaxy,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1.2e+20,,
,Si,0.5,,,molecular beam epitaxy,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,1.5e+20,,
,Si,0.5,,,molecular beam epitaxy,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,2e+18,,
,Si,0.5,,,molecular beam epitaxy,transport,20.81509712291117,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,37.89774169239082,0.09749576368396766,4.901447521184886,-9.696931946150209e-05,5.3e+18,,
,Si,0.5,,,hvpe,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,87000000000000.0,80.0,
,Si,0.5,,,hvpe,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,60000000000000.0,,
,Sn,0.5,,,mist-CVD,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,1e+18,,0.07692307692307693
,Sn,0.5,,,mist-CVD,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,2e+19,,5.0
,Sn,0.5,,,mist-CVD,transport,21.006116134122507,,0.1793411052128251,,76549272921.08055,,,9708908226048032.0,38.11878102205929,0.03825499025096971,4.901697633561911,0.0001531430575635954,1e+20,,5.0
,Si,0.5,,,mocvd,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,6.5e+17,,
,Si,0.5,,,mocvd,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,3.2e+18,,
,Si,0.5,,,mocvd,transport,20.47911191054981,,0.15500109441326426,,161180970108.94678,,,2.4888213207426464e+16,82.1482930497264,0.21133477111185053,4.901447521184886,-9.696931946150209e-05,3.9e+18,,
,Zn,9.7,,,ALD,transport,33.53510798948075,,3.550181755084328,,1.7064682160732216e+21,,,2.2886082271942208e-41,37.83044755806033,8.94935281205277e-59,4.903044196720766,0.0014997062164191911,1.2e+18,12.5,2.2222222222222223
,Zn,13.3,,,ALD,transport,33.53510798948075,,3.550181755084328,,1.7064682160732216e+21,,,2.2886082271942208e-41,37.83044755806033,8.94935281205277e-59,4.903044196720766,0.0014997062164191911,2.1e+18,15.3,3.125
,Zn,24.65,,,ALD,transport,33.53510798948075,,3.550181755084328,,1.7064682160732216e+21,,,2.2886082271942208e-41,37.83044755806033,8.94935281205277e-59,4.903044196720766,0.0014997062164191911,3.8e+18,18.7,5.2631578947368425
